Sukunimi;Yhteensä
Penkki;33
Penkkimäki;32
Penna;130
Pennala;236
Pennanen;3715
Penninkangas;102
Penninkilampi;30
Pennonen;54
Pensaari;21
Pensala;28
Pensar;63
Pensas;69
Pensasmaa;27
Pensasmäki;24
Pensikkala;31
Pensola;43
Pentikäinen;1142
Pentilä;60
Pentinlehto;40
Pentinmäki;252
Pentinmikko;54
Pentinniemi;29
Pentinpuro;59
Pentinsaari;90
Pentsinen;28
Penttala;114
Pentti;807
Penttilä;3472
Penttinen;3765
Penttonen;86
Peppanen;21
Pepponen;29
Perä;134
Peräaho;115
Peräinen;61
Peräjoki;39
Peräkangas;26
Peräkasari;78
Peräkorpi;72
Peräkoski;31
Peräkylä;300
Perälä;3192
Perälahti;67
Peräläinen;29
Perälampi;99
Perämaa;122
Perämäki;587
Perander;92
Peränen;115
Peräniemi;33
Peräniitty;23
Peräntie;38
Peranto;42
Peräoja;20
Peräsaari;52
Peräsalmi;21
Peräsalo;204
Peräsarka;28
Perasto;72
Perä-Takala;27
Perätalo;422
Perävainio;36
Pere;260
Pereira;30
Perenius;38
Perera;25
Perez;45
Perhe;32
Perheenmies;36
Perheentupa;40
Perhiö;26
Perho;218
Perhomaa;37
Perhonen;68
Perhoniemi;22
Perhovaara;40
Peri;195
Periaho;67
Perikangas;64
Perilä;61
Periniva;25
Perintö;21
Peritalo;30
Periviita;43
Perjus;53
Perkaus;28
Perkinen;32
Perkins;21
Perkiö;912
Perkiökangas;59
Perkiömäki;231
Perkka;31
Perkkalainen;29
Perkkilä;28
Perkkiö;519
Perkko;20
Perkkola;40
Perklén;30
Perko;142
Perkola;139
Perkonmäki;20
Perkonoja;64
Perlinen;24
Permanto;87
Permi;30
Permikangas;32
Pernaa;94
Pernell;29
Pernu;846
Pero;46
Perokorpi;41
Perola;45
Peromaa;20
Peronmaa;22
Perovuo;36
Perret;29
Perry;22
Persson;327
Perta;31
Pertamo;22
Pertilä;21
Pertola;61
Perttala;83
Perttilä;342
Perttilahti;39
Perttola;134
Perttu;324
Perttula;1241
Perttuli;41
Perttunen;600
Perukangas;42
Perunka;84
Perus;41
Pesälä;203
Pesämaa;84
Pesari;70
Pesiö;77
Pesola;750
Pesonen;7086
Pessa;186
Pessala;116
Pessi;379
Pessinen;137
Pesso;48
Pesu;658
Petäinen;44
Petäistö;73
Petäjä;559
Petäjäaho;25
Petäjäinen;20
Petäjäjärvi;463
Petäjäkangas;66
Petäjämaa;68
Petäjämäki;117
Petäjäniemi;220
Petäjäsoja;33
Petäjäsuvanto;21
Petäjävirta;26
Petäjistö;187
Petäjoki;21
Petäkoski;21
Petälä;29
Petänen;51
Petas;30
Petäsnoro;28
Petäys;84
Petelius;24
Peter;32
Peteri;361
Peters;46
Petersen;95
Peterson;35
Petersson;54
Peth;34
Pethman;47
Petjala;38
Petjoi;29
Petlin;55
Petman;121
Petra;22
Petranen;49
Petrelius;163
Petrell;217
Petriläinen;50
Petro;41
Petroff;83
Petrov;127
Petrova;78
Petrovic;24
Petrow;42
Petsalo;54
Petsola;31
Pettersen;52
Petterson;56
Pettersson;1453
Pettersson-Fernholm;21
Pettilä;30
Pettinen;393
Peuha;46
Peuhkuri;266
Peuhkurinen;120
Peuhu;31
Peuna;44
Peura;1129
Peuraharju;39
Peurakoski;61
Peurala;435
Peuralahti;92
Peuralinna;21
Peuramäki;39
Peuranen;146
Peuraniemi;263
Peuranpää;21
Peurasaari;122
Peuravaara;21
Peurla;23
Peussa;181
Pfäffli;32
Pfister;41
Pham;415
Phan;113
Phillips;78
Piehl;26
Piekäinen;72
Piekiäinen;39
Piekkala;102
Piekkanen;24
Piekkari;147
Piekkola;136
Pieksämäki;25
Pieksemä;33
Piela;113
Pienihäkkinen;33
Pieniluoma;49
Pienimaa;54
Pienimäki;343
Pieniniemi;218
Pieninkeroinen;28
Pienipaavola;26
Pienkuukka;21
Pienmäki;56
Pienmunne;91
Pienräihä;21
Piensalmi;29
Piensoho;66
Piepponen;177
Piesala;46
Piesanen;100
Pieskä;181
Pieski;56
Pietari;41
Pietarila;395
Pietarinen;1211
Pietarsaari;38
Pieti;37
Pietiäinen;125
Pietikäinen;1880
Pietilä;3785
Pietiläinen;1525
Pietilänaho;25
Pietinen;159
Pietinhuhta;25
Pietola;107
Pieviläinen;229
Pigg;252
Piha;95
Pihajoki;52
Pihala;158
Pihamaa;73
Pihanperä;22
Pihanurmi;32
Pihavaara;41
Pihkakoski;105
Pihkala;305
Pihkamäki;30
Pihkanen;189
Pihko;51
Pihkola;62
Pihkoluoma;53
Pihl;351
Pihlainen;347
Pihlaja;1267
Pihlajaharju;69
Pihlajakangas;88
Pihlajakoski;56
Pihlajamaa;599
Pihlajamäki;1290
Pihlajaniemi;704
Pihlajaoja;20
Pihlajasaari;80
Pihlajasalo;100
Pihlajavesi;24
Pihlajaviita;80
Pihlajisto;56
Pihlakari;28
Pihlamaa;25
Pihlanen;29
Pihlapuro;39
Pihlasto;27
Pihlatie;20
Pihlava;411
Pihlavamäki;55
Pihlavirta;23
Pihlavisto;37
Pihlflyckt;55
Pihlgren;70
Pihlhjerta;25
Pihlman;246
Pihlström;331
Piho;44
Pihtsalmi;20
Piik;108
Piikivi;20
Piikki;90
Piikkilä;170
Piila;21
Piili;159
Piilikangas;40
Piilinen;97
Piilo;53
Piilola;296
Piilonen;311
Piipari;234
Piiparinen;713
Piiponniemi;94
Piippanen;55
Piippo;1451
Piippola;149
Piippolainen;20
Piipponen;1466
Piira;498
Piirainen;2689
Piirala;102
Piiri;42
Piirilä;45
Piirinen;36
Piiroinen;1879
Piirola;27
Piironen;1682
Piirto;289
Piirtola;48
Piisi;35
Piisilä;101
Piisinen;30
Piisku;35
Piispa;626
Piispala;58
Piispanen;1568
Piittala;79
Piittinen;109
Piittisjärvi;113
Piitulainen;550
Piivek;33
Pikander;25
Pikanen;27
Pikarinen;23
Piki;23
Pikivirta;36
Pikka;51
Pikkala;35
Pikkanen;28
Pikkarainen;1867
Pikki;37
Pikkuaho;124
Pikkuharju;34
Pikkuhookana;130
Pikkujämsä;58
Pikkukangas;27
Pikkumaa;41
Pikkumäki;95
Pikkupeura;68
Pikkupirtti;35
Pikkusaari;65
Pikkutupa;22
Pilbacka;22
Pilhjerta;64
Pilkama;27
Pilke;60
Pilkkakangas;30
Pilli;168
Pillikko;20
Pilli-Sihvola;63
Pilpola;88
Pilsari;22
Pilto;69
Piltonen;168
Piltti;44
Piltz;30
Pilvi;59
Pilvinen;73
Pilviö;37
Pilvola;21
Pimenoff;35
Pimiä;278
Piminäinen;40
Pinnioja;25
Pinola;387
Pinolehto;31
Pinomaa;93
Pinomäki;177
Pinoniemi;80
Pinonummi;24
Pinta;62
Pintamo-Kenttälä;65
Pio;35
Pipatti;63
Pipinen;68
Pippingsköld;31
Pippola;182
Pippuri;325
Pircklén;48
Pirhonen;1679
Piri;446
Pirilä;583
Pirinen;2653
Pirjetä;23
Pirjola;28
Pirkkala;61
Pirkkalainen;363
Pirkkalaniemi;38
Pirkkanen;106
Pirkola;391
Pirkonen;45
Pirnes;528
Pirneskoski;89
Pironetti;39
Pirskanen;556
Pirtilä;28
Pirtinaho;28
Pirtonen;32
Pirttiaho;106
Pirttijärvi;387
Pirttijoki;109
Pirttikangas;116
Pirttikoski;295
Pirttilä;342
Pirttilahti;258
Pirttilampi;29
Pirttimaa;351
Pirttimäki;481
Pirttinen;284
Pirttiniemi;166
Pirttinokka;22
Pirttioja;64
Pirttiperä;43
Pirttisalo;143
Pirttivaara;21
Pisilä;187
Piskonen;153
Piskunen;37
Pispa;140
Pispala;64
Pistemaa;125
Pisto;162
Pistokoski;26
Pistol;22
Pistool;43
Pitkä;151
Pitkäaho;274
Pitkäjärvi;196
Pitkäkangas;268
Pitkäkari;36
Pitkäkoski;175
Pitkälä;605
Pitkälahti;41
Pitkämäki;302
Pitkämö;40
Pitkänen;9750
Pitkäniemi;303
Pitkäniitty;40
Pitkäpaasi;28
Pitkäranta;412
Pitko;239
Pitkonen;280
Pitsinki;69
Piuhola;51
Piukkala;21
Piutunen;31
Piuva;102
Plaami;24
Plaketti;62
Planman;31
Planting;143
Platan;50
Plathan;44
Plattonen;65
Plihtari;36
Plit;28
Pllana;63
Plosila;65
Plukka;36
Plusisaari;31
Plyhm;39
Plym;62
Podduikin;46
Poduschkin;24
Pohja;451
Pohjakallio;42
Pohjala;145
Pohjalainen;767
Pohjaluoto;20
Pohjamies;34
Pohjamo;77
Pohjanen;371
Pohjanharju;20
Pohjanheimo;171
Pohjaniemi;40
Pohjankivi;23
Pohjankoski;87
Pohjankukka;25
Pohjankunnas;22
Pohjanlehto;65
Pohjanoksa;90
Pohjanpalo;141
Pohjanpelto;23
Pohjanrinne;37
Pohjansaro;20
Pohjantähti;63
Pohjanvesi;28
Pohjanvirta;56
Pohjaranta;100
Pohjasmäki;56
Pohjasniemi;71
Pohjatalo;22
Pohjavaara;22
Pohjavirta;151
Pohjavuori;34
Pohjoisaho;160
Pohjoiskangas;36
Pohjois-Koivisto;59
Pohjoismäki;109
Pohjoispää;53
Pohjoisvirta;48
Pohjola;2607
Pohjolainen;780
Pohjonen;1325
Pohjosaho;55
Pohjosmäki;41
Pohju;26
Pohjus;25
Pöhö;93
Pohtila;96
Pohtinen;37
Pohtio;33
Pohto;258
Pohtola;59
Poijärvi;88
Poijula;72
Poikajärvi;182
Poikala;65
Poikela;745
Poikelin;27
Poikelispää;20
Poikkeus;119
Poikkijoki;43
Poikkimäki;292
Poikola;247
Poikolainen;690
Poikonen;834
Poikselkä;105
Poikulainen;97
Poimaa;33
Poittinen;36
Pojanluoma;20
Pokela;428
Pokka;244
Pökkä;35
Pokki;216
Pokkinen;367
Pökkylä;24
Pola;34
Polamo;24
Polari;29
Polat;75
Polet;53
Pölhö;55
Pöljö;60
Pölkki;528
Polkko;54
Pölkky;30
Pölkkynen;20
Polkutie;35
Pöllä;129
Pöllänen;2144
Pollard;23
Pollari;1070
Pollarikoski;26
Pöllönen;76
Polo;117
Polojärvi;322
Pölönen;785
Polsa;41
Polso;224
Poltinoja;31
Polttila;55
Polus;70
Polvela;80
Polvi;313
Polviander;68
Polvikoski;25
Polvilampi;37
Polvi-Lohikoski;24
Polvinen;469
Polvisalo;28
Pomell;81
Pommelin;24
Pomoell;36
Pomppu;25
Pomrén;55
Pönkä;146
Ponkala;140
Pönkänen;65
Ponkilainen;75
Ponkiniemi;23
Pönkkä;136
Pönkkö;86
Ponkkonen;73
Pönni;276
Pönniä;26
Ponnikas;51
Pönniö;97
Ponsiluoma;44
Ponsimaa;28
Pöntinen;911
Pöntiö;98
Ponto;87
Pöntynen;196
Pöntys;34
Poola;99
Popov;91
Popova;61
Poppius;24
Pöppönen;189
Poraharju;26
Porali;115
Poranen;189
Porentola;30
Pörhö;49
Pörhölä;106
Pörhönen;30
Pöri;81
Porkholm;31
Porkka;986
Porkkala;78
Porko;132
Porkola;164
Pörn;45
Porokara;23
Porokka;55
Porokuokka;40
Porola;173
Poropudas;133
Porra;42
Porras;76
Porrasoja;29
Porrassalmi;146
Porre;32
Porri;147
Porsanger;68
Porspakka;27
Pörsti;218
Portaankorva;149
Portaanpää;28
Portell;20
Porter;38
Pörtfors;46
Porthan;72
Porthen;46
Porthén;43
Portimo;79
Portimojärvi;30
Portin;188
Portman;74
Portnoj;21
Portti;152
Porttikivi;43
Porttila;113
Porttinen;42
Porvali;121
Porvari;197
Posa;79
Posio;587
Poskela;34
Poskiparta;311
Poso;59
Pösö;171
Possakka;51
Post;47
Postareff;22
Postari;23
Posti;660
Postila;122
Postinen;21
Potapoff;36
Potasev;25
Poteri;51
Poti;77
Potila;162
Potinkara;98
Potinoja;27
Potka;46
Potkonen;77
Pötrönen;20
Pötry;84
Potrykus;36
Pötsönen;38
Pottala;54
Pottonen;75
Pouhakka;47
Pouhula;88
Poukka;186
Poukkanen;35
Poukkula;156
Poulsen;37
Pounu;35
Pouru;88
Pousar;65
Pousi;373
Poussa;119
Poussu;181
Pouta;126
Poutala;181
Poutanen;1500
Poutiainen;1264
Poutinen;24
Pouttu;303
Povelainen;32
Povenius;29
Powell;38
Pöyhiä;89
Pöyhölä;92
Pöyhönen;1768
Pöyhtäri;263
Pöykiö;124
Pöykkö;159
Pöyliö;165
Pöyri;57
Pöyry;901
Pöysä;251
Pöyskö;239
Pöysti;515
Pöystilä;24
Pöytäkangas;78
Pöytäkivi;60
Pöytälaakso;172
Pöytäniemi;30
Pråhl;67
Prami;103
Pramila;31
Pränni;39
Pränny;24
Prättälä;55
Prauda;32
Prepula;64
Prest;69
Price;32
Priha;138
Prihti;68
Primetta;41
Primietta;25
Prinkkala;25
Prinkkilä;141
Prinsén;20
Prinssi;25
Prinz;22
Prittinen;254
Priuska;55
Procopé;22
Prokki;42
Prokkola;102
Pronin;22
Prosi;31
Prost;35
Pruikkonen;53
Prunnila;23
Prusi;121
Prusila;120
Prusti;151
Pruuki;25
Prykäri;87
Pudas;552
Pugonen;20
Puha;110
Puhakainen;270
Puhakka;2890
Puhalainen;44
Puharinen;92
Puheloinen;58
Puhilas;40
Puhjo;68
Puhtila;46
Puhtimäki;36
Puhto;133
Puijola;51
Puikko;152
Puikkonen;534
Puiras;55
Puirava;40
Puisto;689
Puistola;61
Puistosalo;31
Puistovirta;22
Puitti;22
Puittinen;148
Pukaralammi;34
Pukari;107
Pukarinen;136
Pukema;105
Pukero;85
Pukka;24
Pukkala;55
Pukki;344
Pukkila;616
Pukkinen;247
Pukonen;23
Pulakka;234
Pulju;186
Puljujärvi;108
Puljula;39
Pulkamo;40
Pulkka;367
Pulkkanen;471
Pulkki;346
Pulkkila;37
Pulkkinen;8052
Pulkkis;22
Pulla;56
Pulli;1357
Pulliainen;977
Pullinen;778
Pullola;82
Pulsa;65
Pulska;112
Pummila;46
Pumpanen;47
Punakallio;34
Punakivi;53
Punamäki;26
Punavaara;29
Punju;30
Punkanen;39
Punkari;285
Punkeri;58
Punkka;174
Punkki;60
Punkkinen;193
Punna;47
Punnala;20
Punnonen;198
Punsar;26
Punta;93
Puntala;114
Puntalo;42
Puntanen;137
Puntari;30
Puntila;91
Punto;28
Puntola;30
Puntti;90
Punttila;53
Puodinketo;52
Puola;26
Puolakanaho;325
Puolakka;885
Puolakkainen;26
Puolamaa;30
Puolamäki;97
Puolanen;25
Puolanne;87
Puolatie;35
Puolimatka;116
Puolitaival;371
Puoliväli;183
Puolusmäki;20
Puomila;38
Puominen;82
Puomio;26
Puonti;370
Puosi;50
Puoskari;332
Puotila;62
Puotinen;54
Puotiniemi;175
Puotsaari;54
Puputti;616
Pura;127
Purakasmäki;29
Puranen;2117
Purasmaa;24
Purho;355
Purhonen;956
Purje;43
Purkunen;65
Purma;23
Purmola;27
Purmonen;469
Puro;666
Puroaho;26
Puroharju;40
Puroila;100
Purojärvi;32
Purola;327
Purolinna;43
Puromäki;55
Puromies;21
Puronaho;141
Puronen;65
Puronhaara;55
Purontaka;32
Purontakanen;48
Purontaus;61
Puronvarsi;72
Purosaari;22
Purosalmi;27
Purovesi;25
Purovirta;29
Purra;73
Pursiainen;1388
Pursiheimo;55
Pursimo;39
Pursio;20
Purtanen;35
Purtilo;118
Purtola;28
Purtonen;73
Purtsi;50
Puruskainen;178
Pusa;932
Pusenius;93
Pusila;73
Puska;770
Puskala;500
Pussi;25
Pussila;85
Pussinen;775
Pusu;22
Pusula;21
Putaala;100
Putaansuu;127
Putaja;28
Putikka;29
Putila;112
Putkinen;298
Putkiranta;43
Putkisaari;39
Putkisalo;21
Putkisto;22
Putkivaara;40
Putkonen;1354
Putkuri;113
Putro;94
Putto;101
Puttonen;1661
Putula;61
Putus;129
Puujalka;36
Puukangas;49
Puukari;79
Puukka;157
Puukki;34
Puukko;273
Puumala;553
Puumalainen;1365
Puuperä;74
Puuppo;48
Puupponen;171
Puura;119
Puuri;46
Puurila;29
Puuronen;256
Puurtinen;390
Puurula;293
Puurunen;1016
Puusa;122
Puusaari;288
Puuska;179
Puuskari;43
Puusniekka;58
Puustelli;168
Puusti;75
Puustinen;2756
Puustjärvi;81
Puutio;186
Pyhähuhta;45
Pyhäjärvi;250
Pyhäjoki;27
Pyhälä;197
Pyhälahti;73
Pyhälammi;33
Pyhältö;135
Pyhäluoto;120
Pyhäranta;51
Pyhtilä;152
Pyhtinen;29
Pykälä;87
Pykälä-Aho;40
Pykäläinen;496
Pykälämäki;108
Pykäläniemi;25
Pykälinen;21
Pykälistö;97
Pykäri;87
Pykilä;31
Pyky;23
Pylkäs;137
Pylkkä;89
Pylkkänen;1271
Pylkki;76
Pylkkö;205
Pylkkönen;369
Pylsy;165
Pylväinen;161
Pylväläinen;228
Pylvänäinen;652
Pylvänen;154
Pylväs;251
Pylvinen;25
Pynnä;24
Pynninen;46
Pynnönen;1329
Pynnöniemi;28
Pynssi;40
Pynttäri;142
Pyökäri;61
Pyökkilehto;42
Pyöli;52
Pyörälä;209
Pyöriä;121
Pyöriäinen;26
Pyörre;122
Pyötsiä;163
Pyöttiälä;34
Pyrä;27
Pyrhönen;324
Pyrrö;276
Pyrylä;23
Pyssysalo;30
Pystö;48
Pystykoski;24
Pystylä;24
Pystynen;170
Pyttynen;34
Pyy;500
Pyydysmäki;32
Pyyhkälä;25
Pyyhtiä;279
Pyyhtinen;30
Pyykkinen;74
Pyykkö;1667
Pyykkönen;1596
Pyykölä;121
Pyykönen;877
Pyylampi;128
Pyyluoma;20
Pyymäki;133
Pyyny;106
Pyyppönen;57
Pyysalo;259
Pyysing;87
Pyyvaara;20
Qadri;22
Qasemi;30
Qasim;33
Qerimi;21
Qiu;21
Qorri;23
Quach;28
Quinn;29
Qureshi;62
Qvarnström;157
Qvick;272
Qvickström;74
Qvintus;134
Qvisén;25
Qvist;311
Raak;60
Raami;92
Raanoja;37
Raanti;66
Raappana;1150
Rääpysjärvi;71
Raasakka;193
Raaska;176
Raassina;468
Raasu;29
Räätäri;31
Raaterova;43
Raatesalmi;77
Raatevaara;21
Raati;27
Raatikainen;2496
Raatikka;34
Raatiniemi;24
Räävi;25
Råback;33
Rabb;78
Råberg;67
Räbinä;142
Raçi;20
Rådman;29
Rae;198
Raekallio;48
Raekannas;24
Raekivi;23
Raekoski;24
Raemaa;24
Raerinne;58
Raesalmi;41
Raeske;20
Raetsaari;46
Raevaara;64
Raevuori;73
Räfsbäck;45
Rågback;20
Råglund;20
Ragnell;37
Rahi;29
Rahiala;32
Rahijärvi;54
Rahikainen;1161
Rahikka;360
Rahikkala;237
Rahim;32
Rahimi;98
Rahimy;24
Rahja;283
Rahkala;141
Rahkama;26
Rahkamaa;43
Rahkila;88
Rahko;482
Rahkola;964
Rahkolin;26
Rahkonen;1362
Rahm;46
Rahman;175
Rahmani;67
Rähmönen;25
Rahnasto;121
Rahola;35
Råholm;73
Rahomäki;34
Rahtu;96
Rahunen;374
Raidén;23
Räihä;1431
Räihälä;81
Raij;30
Raijas;162
Raikaa;71
Raikamo;118
Raikas;25
Raikaslehto;41
Raike;22
Räike;43
Raikisto;28
Räikkä;154
Räikkälä;53
Raikkerus;20
Raikko;70
Räikkönen;868
Raiko;78
Raikonen;27
Raikula;26
Raikunen;118
Railamaa;37
Railio;71
Railo;230
Raimi;52
Raimoranta;20
Raimovaara;21
Raina;50
Räinä;248
Rainakari;22
Rainamo;26
Rainerma;21
Raininko;33
Rainio;751
Rainola;20
Rainti;23
Rainto;29
Raipala;56
Raippalinna;41
Räisä;127
Räisälä;122
Raisanen;27
Räisänen;4301
Raisio;99
Raiski;245
Raiskila;60
Raiskinmäki;93
Raiskio;393
Raistakka;68
Raisto;22
Raita;706
Raita-aho;57
Raitakari;51
Raitakivi;27
Raitala;287
Raitaluoma;31
Raitaluoto;28
Raitamaa;55
Raitamäki;55
Raitanen;1222
Raitaniemi;66
Raitavuo;51
Raitila;64
Raitinpää;29
Raitio;638
Raitis;54
Raitisto;24
Raitmaa;27
Raito;41
Raitoharju;29
Raitolampi;25
Raitonen;25
Raittila;434
Raittimo;20
Raittinen;431
Raittio;20
Raittonen;20
Raivikko;26
Raivio;827
Raivisto;31
Raivo;51
Raivola;28
Raivonen;90
Raja;173
Raja-aho;156
Rajabi;21
Rajahalme;243
Rajaharju;80
Rajahuhta;33
Rajainmäki;42
Rajajärvi;103
Rajakallio;208
Rajakangas;279
Rajakari;32
Rajakko;25
Rajakorpi;33
Rajakoski;46
Rajala;6005
Rajalaakso;26
Rajalahti;151
Rajalakso;24
Rajalampi;116
Rajalin;246
Rajamaa;49
Rajamäki;1878
Rajander;56
Rajanen;180
Rajaniemi;987
Rajanti;32
Rajantie;49
Rajanummi;25
Rajapolvi;26
Rajapuro;39
Rajaranta;34
Rajasaari;60
Rajasalo;133
Rajasärkkä;23
Rajasilta;27
Rajasuo;32
Rajatalo;61
Rajatammi;28
Rajava;26
Rajavaara;96
Rajaveräjä;22
Rajaviita;40
Rajavuori;98
Rajulin;24
Rak;28
Raki;51
Rakkola;84
Rakkolainen;346
Räkköläinen;79
Ralli;89
Rama;69
Rämä;698
Ramadan;31
Ramadani;51
Rämäkkö;75
Råman;191
Rämänen;212
Råmark;29
Ramazani;23
Ramberg;128
Räme;20
Rämet;59
Rami;26
Ramirez;21
Ramm-Schmidt;38
Rämö;1490
Ramos;24
Rampa;31
Rampanen;46
Ramsay;135
Ramstadius;40
Ramstedt;286
Ramsten;35
Ramström;26
Ramu;72
Ramula;94
Rana;41
Rancken;56
Rand;63
Randelin;184
Randell;187
Randen;39
Randén;30
Randström;82
Rangell;42
Ranin;27
Raninen;388
Rankala;20
Rankaviita;41
Ranki;501
Rankila;57
Ränkimies;20
Rankinen;263
Rankka;31
Rankonen;26
Rännäli;117
Rannanheimo;41
Rannanjärvi;114
Rannankari;58
Rannanmäki;38
Rannanpää;98
Rännäri;30
Rannasmaa;41
Ranne;470
Rannelma;24
Ranni;62
Rannikko;968
Rannila;209
Rannisto;190
Ranta;4950
Ranta-aho;310
Rantaeskola;84
Ranta-Eskola;48
Rantahakala;39
Rantahalvari;112
Rantaharju;60
Rantajärvi;56
Rantakallio;168
Rantakangas;309
Rantakari;210
Rantakaulio;98
Rantakeisu;70
Rantakivi;26
Ranta-Knuuttila;51
Rantakokko;211
Rantakömi;33
Ranta-Korpi;39
Rantakoski;74
Rantakylä;34
Rantakytö;22
Rantala;8618
Rantalahti;50
Rantalaiho;113
Rantalainen;759
Rantalankila;70
Ranta-Lassila;21
Rantama;84
Rantamaa;191
Rantamäki;1178
Rantamaula;86
Ranta-Maunus;23
Rantamo;49
Rantamölö;27
Rantanen;12233
Rantaniemi;188
Rantaniitty;56
Ranta-Nilkku;125
Rantaniva;25
Rantapää;63
Rantapaju;37
Ranta-Pantti;29
Ranta-Panula;25
Rantapelkonen;85
Rantapere;59
Ranta-Pere;70
Rantapero;20
Rantapirkola;30
Rantasaari;64
Rantasalmi;89
Rantasalo;429
Rantasila;26
Rantasuo;90
Rantasuomela;38
Rantatalo;141
Rantataro;23
Rantatorikka;26
Rantatulkkila;42
Rantatupa;37
Rantavaara;30
Rantavuori;77
Ranta-Ylitalo;29
Rantee;24
Rantila;46
Räntilä;132
Rantio;107
Ranto;183
Rantoja;26
Rantola;23
Rantonen;579
Rantsi;163
Rantti;87
Ranttila;136
Rantula;35
Ranua;272
Rapa;37
Rapakko;137
Rapala;66
Rapanen;41
Raparanta;33
Rapatti;130
Rapeli;216
Rapi;38
Rapila;62
Rapinoja;85
Rapo;555
Rapola;29
Rapp;71
Rappe;53
Rappu;78
Rasa;188
Rasalahti;45
Rasanen;142
Räsänen;8883
Rasehorn;57
Rashica;24
Rashid;104
Rashidi;21
Rasi;717
Rasikannas;27
Rasila;314
Rasilainen;276
Rasimäki;35
Rasimus;400
Rasinaho;87
Rasinen;100
Rasinkangas;287
Rasinmäki;129
Rasinperä;72
Rasivirta;23
Rask;820
Raskala;20
Raski;146
Raskila;54
Raskinen;63
Rasku;253
Rasmus;377
Rasmussen;145
Rassa;40
Rassi;39
Rastas;749
Råstedt;97
Rastio;28
Råstu;25
Rasuli;30
Ratala;42
Ratalahti;29
Ratamaa;24
Ratamäki;22
Ratas;36
Ratava;26
Ratavaara;38
Ratia;383
Ratilainen;1190
Ratinen;414
Ratsula;40
Rättäri;70
Rätte;24
Rättel;23
Rätti;39
Rättilä;21
Rättö;245
Råtts;38
Rättyä;236
Ratus;23
Räty;2662
Rauäng;31
Rauanheimo;20
Raudanpää;36
Raudas;28
Raudaskoski;503
Raudasoja;298
Raudsepp;21
Raudus;21
Rauha;147
Rauhala;2811
Rauhalammi;39
Rauhalinna;33
Rauhamaa;89
Rauhamäki;286
Rauhanen;199
Rauhaniemi;118
Rauhanlaakso;24
Rauhansalo;61
Rauhanummi;23
Rauhio;64
Raukko;120
Raukola;223
Raukunen;29
Raula;102
Raulahti;24
Raulamo;55
Raulo;73
Rauma;457
Raumala;42
Rauman;63
Raumanen;23
Raumanni;61
Raumonen;42
Raunela;64
Raunemaa;20
Raunila;86
Raunio;1380
Rauniomaa;24
Raunioniemi;23
Raunismaa;32
Raunisto;33
Rauramo;59
Rauskanen;21
Rausku;23
Raussi;374
Rauste;21
Rauta;240
Rautaheimo;37
Rautajärvi;42
Rautajoki;142
Rautajuuri;32
Rautakallio;41
Rautakangas;22
Rautakorpi;235
Rautakoski;548
Rautakoura;40
Rautakumpu;50
Rautala;148
Rautalahti;114
Rautalin;193
Rautama;61
Rautamaa;43
Rautamäki;77
Rautamies;65
Rautamo;26
Rautanen;1131
Rautaneva;26
Rautaniemi;22
Rautaoja;98
Rautapää;41
Rautaparta;36
Rautaporras;33
Rautapuro;60
Rautarinta;64
Rautasaari;23
Rautasalo;95
Rautasuo;25
Rautauoma;20
Rautava;293
Rautavaara;117
Rautavalta;20
Rautavirta;201
Rautavuoma;32
Rautavuori;199
Raute;33
Rautee;43
Rautelin;88
Rautell;56
Rautén;22
Rautevaara;39
Rauti;31
Rautia;24
Rautiainen;5877
Rautiala;89
Rautila;30
Rautio;4547
Rautioaho;52
Rautiola;251
Rautionaho;69
Rautionmaa;34
Rautjärvi;103
Rautjoki;45
Rautkivi;20
Rautkoski;61
Rautoja;27
Rautomaa;36
Rautomäki;38
Rautonen;50
Rautopuro;20
Rautsala;22
Rautsi;27
Rautsiala;54
Rautula;20
Rautvuori;36
Rauva;31
Rauvala;116
Rauvanto;25
Rauvola;141
Ravald;36
Ravalt;20
Ravander;54
Ravantti;388
Ravaska;121
Ravattinen;126
Ravea;34
Raveala;39
Ravela;20
Ravelin;80
Ravi;161
Ravila;32
Ravolainen;56
Ray;73
Rchidi;20
Rechardt;53
Redlig;20
Redsven;134
Reed;42
Reen;68
Reenkola;40
Reenpää;35
Reentie;26
Reentilä;20
Regina;92
Rehakka;42
Rehell;37
Rehman;29
Rehmonen;102
Rehn;527
Rehnberg;139
Rehnman;44
Rehnstrand;23
Rehnström;156
Reho;20
Rehtonen;35
Rehu;125
Rehula;167
Rehumäki;24
Rehunen;66
Rehvonen;28
Reid;37
Reijasalo;20
Reijo;87
Reijola;48
Reijomaa;25
Reijonen;1347
Reiju;82
Reijula;42
Reikko;69
Reilimo;38
Reilin;42
Reima;120
Reiman;804
Reimari;42
Reimers;20
Reimi;47
Reims;29
Rein;89
Reina;46
Reinamo;25
Reingoldt;26
Reinhardt;37
Reinholm;62
Reini;442
Reiniharju;20
Reinikainen;2246
Reinikka;763
Reinikkala;82
Reinilä;153
Reiniö;41
Reinisalo;34
Reinistö;25
Reinivuo;27
Reinman;29
Reinola;78
Reinvall;93
Reipas;50
Reippainen;20
Reis;151
Reiss;32
Reitti;78
Reittonen;42
Reittu;130
Reivilä;29
Reivinen;28
Reivo;48
Reivolahti;20
Reivonen;104
Rejström;65
Rekikoski;58
