Etunimi;Lukumäärä
Virpi-Maria;10
Virpi-Marja;6
Virpi-Sisko;6
Virva;1050
Virva-Leena;7
Virva-Tuuli;5
Virva-Tuulia;12
Virve;2297
Virve-Liisa;7
Vita;19
Vitalina;5
Vitaljevna;5
Vittoria;19
Viva;74
Vivan;221
Vivea;10
Viveca;528
Viveka;640
Vivi;411
Vivia;182
Vivian;1894
Viviana;102
Viviane;32
Viviann;47
Vivi-Ann;113
Vivianna;94
Vivianne;79
Vivi-Anne;15
Vivica;52
Vivien;82
Vivienne;48
Viviikka;15
Vivika;93
Viyan;10
Vjollca;18
Vlada;17
Vladimirovna;64
Vladislava;12
Vlera;8
Vlora;14
Volha;7
Vu;15
Vuokko;6263
Vuokko-Leena;7
Vy;63
Wael;6
Wafa;12
Wafaa;8
Wah;13
Wahida;10
Wai;24
Wairimu;29
Waithera;6
Walaa;7
Walborg;17
Waldine;10
Waleed;5
Walentina;5
Wali;5
Walma;18
Walpuri;13
Waltraud;9
Wambui;37
Wan;10
Wanda;73
Wanessa;18
Wang;5
Wangari;14
Wangui;17
Wanida;5
Wanja;22
Wanjiku;35
Wanjiru;38
Wanna;11
Waraporn;5
Warda;31
Warpu;7
Warsame;10
Wasan;5
Wasana;7
Waseem;5
Wava;9
Weera;60
Wei;30
Wellamo;50
Welma;6
Wen;19
Wenche;6
Wendela;22
Wendi;9
Wendla;21
Wendy;54
Wenla;170
Wenni;5
Wenny;5
Wera;77
Werna;12
Werona;5
Weronica;15
Weronika;25
Whitney;6
Wia;7
Wiam;5
Wictoria;21
Widad;5
Wieslawa;7
Wiia;5
Wiivi;50
Wiktoria;38
Wilda;66
Wilhelmiina;3396
Wilhelmina;1520
Wilhelmine;29
Wiliina;13
Wilina;10
Wilja;33
Willa;15
William;5
Williina;11
Willow;22
Wilma;2114
Wilma-Lotta;10
Wilmiina;19
Win;8
Wing;11
Winifred;8
Winnie;19
Winona;10
Winter;6
Wiola;50
Wirginia;5
Wisam;13
Wivan;9
Wiveca;14
Wiveka;14
Wivi;34
Wivian;8
Wivi-Ann;9
Xena;9
Xenia;143
Xi;8
Xia;8
Xian;5
Xiang;13
Xiao;24
Xiaoyan;6
Xiaoyu;6
Ximena;5
Xin;27
Xing;9
Xinyi;9
Xiomara;5
Xiu;15
Xu;6
Xuan;35
Xuân;5
Xue;16
Y;21
Ya;8
Yaa;15
Yada;12
Yael;41
Yagmur;21
Yahia;5
Yahya;11
Yahye;7
Yaiza;8
Yalda;13
Yamina;26
Yamna;6
Yan;54
Yana;56
Yang;25
Yanina;9
Yanisa;6
Yanna;8
Yao;9
Yar;5
Yara;37
Yaren;8
Yasaman;5
Yasamin;11
Yaseen;6
Yasemin;99
Yaser;7
Yasin;17
Yasir;9
Yasmeen;16
Yasmiin;14
Yasmin;517
Yasmina;80
Yasmine;216
Yasna;7
Yassin;16
Yaya;7
Yazmin;5
Yazmine;5
Ye;13
Yee;28
Yelena;15
Yemina;11
Yen;74
Yenni;5
Yeshi;5
Yesim;9
Yessica;7
Yetunde;8
Yevgeniya;5
Yi;27
Yildiz;10
Yin;18
Ying;68
Yllka;10
Ylva;319
Ylva-Li;6
Yoanna;7
Yodit;6
Yohanna;6
Yoko;5
Yolanda;110
Yolande;6
Yona;10
Yonis;5
Yordanova;7
Young;11
Yousef;7
Yousif;18
Yousra;10
Yousuf;5
Yrjöntytär;8
Yrsa;117
Ysabel;5
Yu;43
Yuan;12
Yue;9
Yui;5
Yuk;10
Yuki;17
Yulia;183
Yuliya;32
Yumna;6
Yun;20
Yuna;10
Yurub;7
Yusra;53
Yussuf;11
Yusuf;135
Yvette;34
Yvon;7
Yvonn;11
Yvonne;1318
Ywonne;5
Zade;6
Zafira;6
Zahara;12
Zahia;6
Zahide;7
Zahira;6
Zahra;316
Zahraa;54
Zaid;5
Zaida;109
Zaina;5
Zainab;156
Zaineb;6
Zaira;9
Zaki;7
Zakia;12
Zakiya;9
Zamira;5
Zamzam;26
Zana;13
Zandra;22
Zanna;26
Zannat;8
Zar;5
Zara;126
Zarah;20
Zarife;6
Zarina;15
Zawadi;6
Zaya;8
Zaynab;21
Zea;7
Zeena;5
Zehra;32
Zeidi;7
Zeina;7
Zeinab;103
Zeineb;13
Zekiye;6
Zelal;7
Zelda;48
Zelealem;5
Zelia;5
Zeliha;10
Zelina;5
Zena;15
Zenaida;6
Zenia;7
Zenita;28
Zeynab;12
Zeynep;60
Zhang;5
Zhanna;49
Zhen;8
Zhi;6
Zi;6
Zia;8
Ziba;8
Zilan;16
Zina;29
Zinaida;54
Zinat;6
Zine;5
Zineb;11
Zinita;5
Zita;16
Ziyad;5
Zlata;15
Zoe;118
Zoé;22
Zoë;14
Zoey;14
Zofia;34
Zoha;6
Zohal;8
Zoheir;7
Zohra;32
Zohreh;6
Zoi;8
Zoia;11
Zoja;43
Zora;6
Zorica;6
Zoya;23
Zozan;5
Zsófia;15
Zsuzsanna;29
Zubaida;5
Zübeyde;6
Zuhair;7
Zuhra;5
Zuhur;5
Zuzana;8
Zuzanna;15
